Fecha;Cartera;Instrumento;Peso
01-02-19;FONDO;CCU;1,18%
01-02-19;FONDO;CENCOSUD;2,74%
01-02-19;FONDO;CFILVSCC-L;8,02%
01-02-19;FONDO;CHILE;0,27%
01-02-19;FONDO;CMPC;7,14%
01-02-19;FONDO;COLBUN;0,50%
01-02-19;FONDO;COPEC;5,56%
01-02-19;FONDO;ECL;3,09%
01-02-19;FONDO;ENELAM;9,79%
01-02-19;FONDO;ENELCHILE;4,36%
01-02-19;FONDO;ENTEL;0,52%
01-02-19;FONDO;FALABELLA;4,25%
01-02-19;FONDO;HITES;0,35%
01-02-19;FONDO;IAM;1,83%
01-02-19;FONDO;ILC;1,25%
01-02-19;FONDO;ITAUCORP;5,04%
01-02-19;FONDO;LTM;7,28%
01-02-19;FONDO;MALLPLAZA;1,34%
01-02-19;FONDO;MANQUEHUE;0,40%
01-02-19;FONDO;NORTEGRAN;0,61%
01-02-19;FONDO;PARAUCO;0,46%
01-02-19;FONDO;RIPLEY;0,83%
01-02-19;FONDO;SALFACORP;1,17%
01-02-19;FONDO;SK;0,46%
01-02-19;FONDO;SM-CHILE B;3,39%
01-02-19;FONDO;SMU;1,22%
01-02-19;FONDO;SONDA;0,78%
01-02-19;FONDO;SQM-B;6,84%
01-02-19;BENCHMARK;AESGENER;1,29%
01-02-19;BENCHMARK;AGUAS-A;2,42%
01-02-19;BENCHMARK;ANDINA-B;1,12%
01-02-19;BENCHMARK;BCI;5,36%
01-02-19;BENCHMARK;BSANTANDER;7,39%
01-02-19;BENCHMARK;CAP;1,19%
01-02-19;BENCHMARK;CCU;3,08%
01-02-19;BENCHMARK;CENCOSUD;4,05%
01-02-19;BENCHMARK;CHILE;6,99%
01-02-19;BENCHMARK;CMPC;6,23%
01-02-19;BENCHMARK;COLBUN;2,36%
01-02-19;BENCHMARK;CONCHATORO;1,42%
01-02-19;BENCHMARK;COPEC;7,65%
01-02-19;BENCHMARK;ECL;1,50%
01-02-19;BENCHMARK;ENELAM;8,35%
01-02-19;BENCHMARK;ENELCHILE;4,30%
01-02-19;BENCHMARK;ENELGXCH;0,51%
01-02-19;BENCHMARK;ENTEL;2,00%
01-02-19;BENCHMARK;FALABELLA;7,55%
01-02-19;BENCHMARK;ILC;0,92%
01-02-19;BENCHMARK;ITAUCORP;2,49%
01-02-19;BENCHMARK;LTM;5,10%
01-02-19;BENCHMARK;PARAUCO;2,75%
01-02-19;BENCHMARK;RIPLEY;1,30%
01-02-19;BENCHMARK;SALFACORP;0,74%
01-02-19;BENCHMARK;SECURITY;0,70%
01-02-19;BENCHMARK;SM-CHILE B;3,51%
01-02-19;BENCHMARK;SONDA;1,33%
01-02-19;BENCHMARK;SQM-B;5,80%
01-02-19;BENCHMARK;VAPORES;0,62%
02-02-19;FONDO;ANDINA-B;2,58%
02-02-19;FONDO;ANTARCHILE;2,04%
02-02-19;FONDO;BCI;7,18%
02-02-19;FONDO;BSANTANDER;6,36%
02-02-19;FONDO;Caja CLP;0,38%
02-02-19;FONDO;CAP;0,78%
02-02-19;FONDO;CCU;1,18%
02-02-19;FONDO;CENCOSUD;2,74%
02-02-19;FONDO;CFILVSCC-L;8,02%
02-02-19;FONDO;CHILE;0,27%
02-02-19;FONDO;CMPC;7,14%
02-02-19;FONDO;COLBUN;0,50%
02-02-19;FONDO;COPEC;5,56%
02-02-19;FONDO;ECL;3,09%
02-02-19;FONDO;ENELAM;9,79%
02-02-19;FONDO;ENELCHILE;4,36%
02-02-19;FONDO;ENTEL;0,52%
02-02-19;FONDO;FALABELLA;4,25%
02-02-19;FONDO;HITES;0,35%
02-02-19;FONDO;IAM;1,83%
02-02-19;FONDO;ILC;1,25%
02-02-19;FONDO;ITAUCORP;5,04%
02-02-19;FONDO;LTM;7,28%
02-02-19;FONDO;MALLPLAZA;1,34%
02-02-19;FONDO;MANQUEHUE;0,40%
02-02-19;FONDO;NORTEGRAN;0,61%
02-02-19;FONDO;PARAUCO;0,46%
02-02-19;FONDO;RIPLEY;0,83%
02-02-19;FONDO;SALFACORP;1,17%
02-02-19;FONDO;SK;0,46%
02-02-19;FONDO;SM-CHILE B;3,39%
02-02-19;FONDO;SMU;1,22%
02-02-19;FONDO;SONDA;0,78%
02-02-19;FONDO;SQM-B;6,84%
02-02-19;BENCHMARK;AESGENER;1,29%
02-02-19;BENCHMARK;AGUAS-A;2,42%
02-02-19;BENCHMARK;ANDINA-B;1,12%
02-02-19;BENCHMARK;BCI;5,36%
02-02-19;BENCHMARK;BSANTANDER;7,39%
02-02-19;BENCHMARK;CAP;1,19%
02-02-19;BENCHMARK;CCU;3,08%
02-02-19;BENCHMARK;CENCOSUD;4,05%
02-02-19;BENCHMARK;CHILE;6,99%
02-02-19;BENCHMARK;CMPC;6,23%
02-02-19;BENCHMARK;COLBUN;2,36%
02-02-19;BENCHMARK;CONCHATORO;1,42%
02-02-19;BENCHMARK;COPEC;7,65%
02-02-19;BENCHMARK;ECL;1,50%
02-02-19;BENCHMARK;ENELAM;8,35%
02-02-19;BENCHMARK;ENELCHILE;4,30%
02-02-19;BENCHMARK;ENELGXCH;0,51%
02-02-19;BENCHMARK;ENTEL;2,00%
02-02-19;BENCHMARK;FALABELLA;7,55%
02-02-19;BENCHMARK;ILC;0,92%
02-02-19;BENCHMARK;ITAUCORP;2,49%
02-02-19;BENCHMARK;LTM;5,10%
02-02-19;BENCHMARK;PARAUCO;2,75%
02-02-19;BENCHMARK;RIPLEY;1,30%
02-02-19;BENCHMARK;SALFACORP;0,74%
02-02-19;BENCHMARK;SECURITY;0,70%
02-02-19;BENCHMARK;SM-CHILE B;3,51%
02-02-19;BENCHMARK;SONDA;1,33%
02-02-19;BENCHMARK;SQM-B;5,80%
02-02-19;BENCHMARK;VAPORES;0,62%
03-02-19;FONDO;ANDINA-B;2,58%
03-02-19;FONDO;ANTARCHILE;2,04%
03-02-19;FONDO;BCI;7,18%
03-02-19;FONDO;BSANTANDER;6,36%
03-02-19;FONDO;Caja CLP;0,38%
03-02-19;FONDO;CAP;0,78%
03-02-19;FONDO;CCU;1,18%
03-02-19;FONDO;CENCOSUD;2,74%
03-02-19;FONDO;CFILVSCC-L;8,02%
03-02-19;FONDO;CHILE;0,27%
03-02-19;FONDO;CMPC;7,14%
03-02-19;FONDO;COLBUN;0,50%
03-02-19;FONDO;COPEC;5,56%
03-02-19;FONDO;ECL;3,09%
03-02-19;FONDO;ENELAM;9,79%
03-02-19;FONDO;ENELCHILE;4,36%
03-02-19;FONDO;ENTEL;0,52%
03-02-19;FONDO;FALABELLA;4,25%
03-02-19;FONDO;HITES;0,35%
03-02-19;FONDO;IAM;1,83%
03-02-19;FONDO;ILC;1,25%
03-02-19;FONDO;ITAUCORP;5,04%
03-02-19;FONDO;LTM;7,28%
03-02-19;FONDO;MALLPLAZA;1,34%
03-02-19;FONDO;MANQUEHUE;0,40%
03-02-19;FONDO;NORTEGRAN;0,61%
03-02-19;FONDO;PARAUCO;0,46%
03-02-19;FONDO;RIPLEY;0,83%
03-02-19;FONDO;SALFACORP;1,17%
03-02-19;FONDO;SK;0,46%
03-02-19;FONDO;SM-CHILE B;3,39%
03-02-19;FONDO;SMU;1,22%
03-02-19;FONDO;SONDA;0,78%
03-02-19;FONDO;SQM-B;6,84%
03-02-19;BENCHMARK;AESGENER;1,29%
03-02-19;BENCHMARK;AGUAS-A;2,42%
03-02-19;BENCHMARK;ANDINA-B;1,12%
03-02-19;BENCHMARK;BCI;5,36%
03-02-19;BENCHMARK;BSANTANDER;7,39%
03-02-19;BENCHMARK;CAP;1,19%
03-02-19;BENCHMARK;CCU;3,08%
03-02-19;BENCHMARK;CENCOSUD;4,05%
03-02-19;BENCHMARK;CHILE;6,99%
03-02-19;BENCHMARK;CMPC;6,23%
03-02-19;BENCHMARK;COLBUN;2,36%
03-02-19;BENCHMARK;CONCHATORO;1,42%
03-02-19;BENCHMARK;COPEC;7,65%
03-02-19;BENCHMARK;ECL;1,50%
03-02-19;BENCHMARK;ENELAM;8,35%
03-02-19;BENCHMARK;ENELCHILE;4,30%
03-02-19;BENCHMARK;ENELGXCH;0,51%
03-02-19;BENCHMARK;ENTEL;2,00%
03-02-19;BENCHMARK;FALABELLA;7,55%
03-02-19;BENCHMARK;ILC;0,92%
03-02-19;BENCHMARK;ITAUCORP;2,49%
03-02-19;BENCHMARK;LTM;5,10%
03-02-19;BENCHMARK;PARAUCO;2,75%
03-02-19;BENCHMARK;RIPLEY;1,30%
03-02-19;BENCHMARK;SALFACORP;0,74%
03-02-19;BENCHMARK;SECURITY;0,70%
03-02-19;BENCHMARK;SM-CHILE B;3,51%
03-02-19;BENCHMARK;SONDA;1,33%
03-02-19;BENCHMARK;SQM-B;5,80%
03-02-19;BENCHMARK;VAPORES;0,62%
04-02-19;FONDO;ANDINA-B;2,57%
04-02-19;FONDO;ANTARCHILE;2,04%
04-02-19;FONDO;BCI;7,17%
04-02-19;FONDO;BSANTANDER;6,34%
04-02-19;FONDO;Caja CLP;0,31%
04-02-19;FONDO;CAP;0,77%
04-02-19;FONDO;CCU;1,19%
04-02-19;FONDO;CENCOSUD;2,71%
04-02-19;FONDO;CFILVSCC-L;8,01%
04-02-19;FONDO;CHILE;0,27%
04-02-19;FONDO;CMPC;7,27%
04-02-19;FONDO;COLBUN;0,50%
04-02-19;FONDO;COPEC;5,66%
04-02-19;FONDO;ECL;3,10%
04-02-19;FONDO;ENELAM;9,77%
04-02-19;FONDO;ENELCHILE;4,36%
04-02-19;FONDO;ENTEL;0,53%
04-02-19;FONDO;FALABELLA;4,23%
04-02-19;FONDO;HITES;0,35%
04-02-19;FONDO;IAM;1,83%
04-02-19;FONDO;ILC;1,25%
04-02-19;FONDO;ITAUCORP;5,01%
04-02-19;FONDO;LTM;7,31%
04-02-19;FONDO;MALLPLAZA;1,34%
04-02-19;FONDO;MANQUEHUE;0,40%
04-02-19;FONDO;NORTEGRAN;0,61%
04-02-19;FONDO;PARAUCO;0,46%
04-02-19;FONDO;RIPLEY;0,83%
04-02-19;FONDO;SALFACORP;1,17%
04-02-19;FONDO;SK;0,45%
04-02-19;FONDO;SM-CHILE B;3,40%
04-02-19;FONDO;SMU;1,18%
04-02-19;FONDO;SONDA;0,77%
04-02-19;FONDO;SQM-B;6,85%
04-02-19;BENCHMARK;AESGENER;1,27%
04-02-19;BENCHMARK;AGUAS-A;2,43%
04-02-19;BENCHMARK;ANDINA-B;1,11%
04-02-19;BENCHMARK;BCI;5,34%
04-02-19;BENCHMARK;BSANTANDER;7,42%
04-02-19;BENCHMARK;CAP;1,18%
04-02-19;BENCHMARK;CCU;3,09%
04-02-19;BENCHMARK;CENCOSUD;4,03%
04-02-19;BENCHMARK;CHILE;6,94%
04-02-19;BENCHMARK;CMPC;6,26%
04-02-19;BENCHMARK;COLBUN;2,40%
04-02-19;BENCHMARK;CONCHATORO;1,40%
04-02-19;BENCHMARK;COPEC;7,66%
04-02-19;BENCHMARK;ECL;1,49%
04-02-19;BENCHMARK;ENELAM;8,37%
04-02-19;BENCHMARK;ENELCHILE;4,28%
04-02-19;BENCHMARK;ENELGXCH;0,49%
04-02-19;BENCHMARK;ENTEL;2,02%
04-02-19;BENCHMARK;FALABELLA;7,51%
04-02-19;BENCHMARK;ILC;0,92%
04-02-19;BENCHMARK;ITAUCORP;2,51%
04-02-19;BENCHMARK;LTM;5,18%
04-02-19;BENCHMARK;PARAUCO;2,72%
04-02-19;BENCHMARK;RIPLEY;1,29%
04-02-19;BENCHMARK;SALFACORP;0,73%
04-02-19;BENCHMARK;SECURITY;0,69%
04-02-19;BENCHMARK;SM-CHILE B;3,53%
04-02-19;BENCHMARK;SONDA;1,30%
04-02-19;BENCHMARK;SQM-B;5,84%
04-02-19;BENCHMARK;VAPORES;0,62%
05-02-19;FONDO;ANDINA-B;2,60%
05-02-19;FONDO;ANTARCHILE;2,06%
05-02-19;FONDO;BCI;7,17%
05-02-19;FONDO;BSANTANDER;6,38%
05-02-19;FONDO;Caja CLP;0,12%
05-02-19;FONDO;CAP;0,77%
05-02-19;FONDO;CCU;1,21%
05-02-19;FONDO;CENCOSUD;2,65%
05-02-19;FONDO;CFILVSCC-L;7,98%
05-02-19;FONDO;CHILE;0,27%
05-02-19;FONDO;CMPC;7,31%
05-02-19;FONDO;COLBUN;0,51%
05-02-19;FONDO;COPEC;5,67%
05-02-19;FONDO;ECL;3,09%
05-02-19;FONDO;ENELAM;9,83%
05-02-19;FONDO;ENELCHILE;4,36%
05-02-19;FONDO;ENTEL;0,53%
05-02-19;FONDO;FALABELLA;4,22%
05-02-19;FONDO;HITES;0,35%
05-02-19;FONDO;IAM;1,83%
05-02-19;FONDO;ILC;1,25%
05-02-19;FONDO;ITAUCORP;5,04%
05-02-19;FONDO;LTM;7,37%
05-02-19;FONDO;MALLPLAZA;1,35%
05-02-19;FONDO;MANQUEHUE;0,40%
05-02-19;FONDO;NORTEGRAN;0,61%
05-02-19;FONDO;PARAUCO;0,46%
05-02-19;FONDO;RIPLEY;0,82%
05-02-19;FONDO;SALFACORP;1,16%
05-02-19;FONDO;SK;0,46%
05-02-19;FONDO;SM-CHILE B;3,41%
05-02-19;FONDO;SMU;1,18%
05-02-19;FONDO;SONDA;0,77%
05-02-19;FONDO;SQM-B;6,84%
05-02-19;BENCHMARK;AESGENER;1,27%
05-02-19;BENCHMARK;AGUAS-A;2,42%
05-02-19;BENCHMARK;ANDINA-B;1,13%
05-02-19;BENCHMARK;BCI;5,35%
05-02-19;BENCHMARK;BSANTANDER;7,43%
05-02-19;BENCHMARK;CAP;1,17%
05-02-19;BENCHMARK;CCU;3,13%
05-02-19;BENCHMARK;CENCOSUD;3,88%
05-02-19;BENCHMARK;CHILE;6,96%
05-02-19;BENCHMARK;CMPC;6,29%
05-02-19;BENCHMARK;COLBUN;2,44%
05-02-19;BENCHMARK;CONCHATORO;1,41%
05-02-19;BENCHMARK;COPEC;7,65%
05-02-19;BENCHMARK;ECL;1,48%
05-02-19;BENCHMARK;ENELAM;8,39%
05-02-19;BENCHMARK;ENELCHILE;4,31%
05-02-19;BENCHMARK;ENELGXCH;0,49%
05-02-19;BENCHMARK;ENTEL;2,02%
05-02-19;BENCHMARK;FALABELLA;7,49%
05-02-19;BENCHMARK;ILC;0,91%
05-02-19;BENCHMARK;ITAUCORP;2,48%
05-02-19;BENCHMARK;LTM;5,19%
05-02-19;BENCHMARK;PARAUCO;2,74%
05-02-19;BENCHMARK;RIPLEY;1,27%
05-02-19;BENCHMARK;SALFACORP;0,72%
05-02-19;BENCHMARK;SECURITY;0,70%
05-02-19;BENCHMARK;SM-CHILE B;3,50%
05-02-19;BENCHMARK;SONDA;1,31%
05-02-19;BENCHMARK;SQM-B;5,82%
05-02-19;BENCHMARK;VAPORES;0,64%
06-02-19;FONDO;ANDINA-B;2,60%
06-02-19;FONDO;ANTARCHILE;2,05%
06-02-19;FONDO;BCI;7,16%
06-02-19;FONDO;BSANTANDER;6,38%
06-02-19;FONDO;Caja CLP;0,18%
06-02-19;FONDO;CAP;0,78%
06-02-19;FONDO;CCU;1,21%
06-02-19;FONDO;CENCOSUD;2,53%
06-02-19;FONDO;CFILVSCC-L;8,01%
06-02-19;FONDO;CHILE;0,27%
06-02-19;FONDO;CMPC;7,27%
06-02-19;FONDO;COLBUN;0,51%
06-02-19;FONDO;COPEC;5,66%
06-02-19;FONDO;ECL;3,13%
06-02-19;FONDO;ENELAM;9,82%
06-02-19;FONDO;ENELCHILE;4,37%
06-02-19;FONDO;ENTEL;0,52%
06-02-19;FONDO;FALABELLA;4,24%
06-02-19;FONDO;HITES;0,35%
06-02-19;FONDO;IAM;1,85%
06-02-19;FONDO;ILC;1,23%
06-02-19;FONDO;ITAUCORP;5,04%
06-02-19;FONDO;LTM;7,28%
06-02-19;FONDO;MALLPLAZA;1,54%
06-02-19;FONDO;MANQUEHUE;0,39%
06-02-19;FONDO;NORTEGRAN;0,62%
06-02-19;FONDO;PARAUCO;0,27%
06-02-19;FONDO;RIPLEY;0,82%
06-02-19;FONDO;SALFACORP;1,16%
06-02-19;FONDO;SK;0,45%
06-02-19;FONDO;SM-CHILE B;3,42%
06-02-19;FONDO;SMU;1,19%
06-02-19;FONDO;SONDA;0,78%
06-02-19;FONDO;SQM-B;6,93%
06-02-19;BENCHMARK;AESGENER;1,27%
06-02-19;BENCHMARK;AGUAS-A;2,44%
06-02-19;BENCHMARK;ANDINA-B;1,14%
06-02-19;BENCHMARK;BCI;5,33%
06-02-19;BENCHMARK;BSANTANDER;7,44%
06-02-19;BENCHMARK;CAP;1,21%
06-02-19;BENCHMARK;CCU;3,14%
06-02-19;BENCHMARK;CENCOSUD;3,73%
06-02-19;BENCHMARK;CHILE;7,01%
06-02-19;BENCHMARK;CMPC;6,20%
06-02-19;BENCHMARK;COLBUN;2,43%
06-02-19;BENCHMARK;CONCHATORO;1,45%
06-02-19;BENCHMARK;COPEC;7,64%
06-02-19;BENCHMARK;ECL;1,51%
06-02-19;BENCHMARK;ENELAM;8,41%
06-02-19;BENCHMARK;ENELCHILE;4,30%
06-02-19;BENCHMARK;ENELGXCH;0,49%
06-02-19;BENCHMARK;ENTEL;1,98%
06-02-19;BENCHMARK;FALABELLA;7,50%
06-02-19;BENCHMARK;ILC;0,92%
06-02-19;BENCHMARK;ITAUCORP;2,52%
06-02-19;BENCHMARK;LTM;5,06%
06-02-19;BENCHMARK;PARAUCO;2,77%
06-02-19;BENCHMARK;RIPLEY;1,29%
06-02-19;BENCHMARK;SALFACORP;0,73%
06-02-19;BENCHMARK;SECURITY;0,70%
06-02-19;BENCHMARK;SM-CHILE B;3,56%
06-02-19;BENCHMARK;SONDA;1,33%
06-02-19;BENCHMARK;SQM-B;5,89%
06-02-19;BENCHMARK;VAPORES;0,65%
07-02-19;FONDO;ANDINA-B;2,61%
07-02-19;FONDO;ANTARCHILE;2,06%
07-02-19;FONDO;BCI;7,17%
07-02-19;FONDO;BSANTANDER;6,36%
07-02-19;FONDO;Caja CLP;0,16%
07-02-19;FONDO;CAP;0,80%
07-02-19;FONDO;CCU;1,22%
07-02-19;FONDO;CENCOSUD;2,53%
07-02-19;FONDO;CFILVSCC-L;8,10%
07-02-19;FONDO;CHILE;0,27%
07-02-19;FONDO;CMPC;7,25%
07-02-19;FONDO;COLBUN;0,51%
07-02-19;FONDO;COPEC;5,61%
07-02-19;FONDO;ECL;3,15%
07-02-19;FONDO;ENELAM;9,80%
07-02-19;FONDO;ENELCHILE;4,38%
07-02-19;FONDO;ENTEL;0,52%
07-02-19;FONDO;FALABELLA;4,21%
07-02-19;FONDO;HITES;0,35%
07-02-19;FONDO;IAM;1,85%
07-02-19;FONDO;ILC;1,23%
07-02-19;FONDO;ITAUCORP;5,02%
07-02-19;FONDO;LTM;7,24%
07-02-19;FONDO;MALLPLAZA;1,55%
07-02-19;FONDO;MANQUEHUE;0,39%
07-02-19;FONDO;NORTEGRAN;0,63%
07-02-19;FONDO;PARAUCO;0,27%
07-02-19;FONDO;RIPLEY;0,82%
07-02-19;FONDO;SALFACORP;1,18%
07-02-19;FONDO;SK;0,47%
07-02-19;FONDO;SM-CHILE B;3,44%
07-02-19;FONDO;SMU;1,19%
07-02-19;FONDO;SONDA;0,79%
07-02-19;FONDO;SQM-B;6,85%
07-02-19;BENCHMARK;AESGENER;1,24%
07-02-19;BENCHMARK;AGUAS-A;2,44%
07-02-19;BENCHMARK;ANDINA-B;1,13%
07-02-19;BENCHMARK;BCI;5,30%
07-02-19;BENCHMARK;BSANTANDER;7,44%
07-02-19;BENCHMARK;CAP;1,24%
07-02-19;BENCHMARK;CCU;3,16%
07-02-19;BENCHMARK;CENCOSUD;3,76%
07-02-19;BENCHMARK;CHILE;6,95%
07-02-19;BENCHMARK;CMPC;6,28%
07-02-19;BENCHMARK;COLBUN;2,46%
07-02-19;BENCHMARK;CONCHATORO;1,45%
07-02-19;BENCHMARK;COPEC;7,61%
07-02-19;BENCHMARK;ECL;1,51%
07-02-19;BENCHMARK;ENELAM;8,38%
07-02-19;BENCHMARK;ENELCHILE;4,33%
07-02-19;BENCHMARK;ENELGXCH;0,49%
07-02-19;BENCHMARK;ENTEL;2,01%
07-02-19;BENCHMARK;FALABELLA;7,44%
07-02-19;BENCHMARK;ILC;0,91%
07-02-19;BENCHMARK;ITAUCORP;2,50%
07-02-19;BENCHMARK;LTM;5,12%
07-02-19;BENCHMARK;PARAUCO;2,74%
07-02-19;BENCHMARK;RIPLEY;1,27%
07-02-19;BENCHMARK;SALFACORP;0,73%
07-02-19;BENCHMARK;SECURITY;0,69%
07-02-19;BENCHMARK;SM-CHILE B;3,56%
07-02-19;BENCHMARK;SONDA;1,32%
07-02-19;BENCHMARK;SQM-B;5,88%
07-02-19;BENCHMARK;VAPORES;0,65%
08-02-19;BENCHMARK;AESGENER;1,24%
08-02-19;BENCHMARK;AGUAS-A;2,47%
08-02-19;BENCHMARK;ANDINA-B;1,14%
08-02-19;BENCHMARK;BCI;5,34%
08-02-19;BENCHMARK;BSANTANDER;7,44%
08-02-19;BENCHMARK;CAP;1,27%
08-02-19;BENCHMARK;CCU;3,15%
08-02-19;BENCHMARK;CENCOSUD;3,73%
08-02-19;BENCHMARK;CHILE;7,01%
08-02-19;BENCHMARK;CMPC;6,14%
08-02-19;BENCHMARK;COLBUN;2,47%
08-02-19;BENCHMARK;CONCHATORO;1,45%
08-02-19;BENCHMARK;COPEC;7,61%
08-02-19;BENCHMARK;ECL;1,50%
08-02-19;BENCHMARK;ENELAM;8,49%
08-02-19;BENCHMARK;ENELCHILE;4,33%
08-02-19;BENCHMARK;ENELGXCH;0,49%
08-02-19;BENCHMARK;ENTEL;2,03%
08-02-19;BENCHMARK;FALABELLA;7,42%
08-02-19;BENCHMARK;ILC;0,91%
08-02-19;BENCHMARK;ITAUCORP;2,48%
08-02-19;BENCHMARK;LTM;5,13%
08-02-19;BENCHMARK;PARAUCO;2,77%
08-02-19;BENCHMARK;RIPLEY;1,25%
08-02-19;BENCHMARK;SALFACORP;0,73%
08-02-19;BENCHMARK;SECURITY;0,69%
08-02-19;BENCHMARK;SM-CHILE B;3,51%
08-02-19;BENCHMARK;SONDA;1,31%
08-02-19;BENCHMARK;SQM-B;5,84%
08-02-19;BENCHMARK;VAPORES;0,65%
08-02-19;FONDO;ANDINA-B;2,62%
08-02-19;FONDO;ANTARCHILE;2,05%
08-02-19;FONDO;BCI;7,14%
08-02-19;FONDO;BSANTANDER;6,38%
08-02-19;FONDO;Caja CLP;0,17%
08-02-19;FONDO;CAP;0,83%
08-02-19;FONDO;CCU;1,22%
08-02-19;FONDO;CENCOSUD;2,51%
08-02-19;FONDO;CFILVSCC-L;8,11%
08-02-19;FONDO;CHILE;0,27%
08-02-19;FONDO;CMPC;7,24%
08-02-19;FONDO;COLBUN;0,52%
08-02-19;FONDO;COPEC;5,64%
08-02-19;FONDO;ECL;3,15%
08-02-19;FONDO;ENELAM;9,91%
08-02-19;FONDO;ENELCHILE;4,43%
08-02-19;FONDO;ENTEL;0,53%
08-02-19;FONDO;FALABELLA;3,99%
08-02-19;FONDO;HITES;0,35%
08-02-19;FONDO;IAM;1,86%
08-02-19;FONDO;ILC;1,24%
08-02-19;FONDO;ITAUCORP;5,05%
08-02-19;FONDO;LTM;7,23%
08-02-19;FONDO;MALLPLAZA;1,56%
08-02-19;FONDO;MANQUEHUE;0,40%
08-02-19;FONDO;NORTEGRAN;0,63%
08-02-19;FONDO;PARAUCO;0,27%
08-02-19;FONDO;RIPLEY;0,81%
08-02-19;FONDO;SALFACORP;1,16%
08-02-19;FONDO;SK;0,47%
08-02-19;FONDO;SM-CHILE B;3,43%
08-02-19;FONDO;SMU;1,19%
08-02-19;FONDO;SONDA;0,77%
08-02-19;FONDO;SQM-B;6,88%
09-02-19;FONDO;ANDINA-B;2,62%
09-02-19;FONDO;ANTARCHILE;2,05%
09-02-19;FONDO;BCI;7,14%
09-02-19;FONDO;BSANTANDER;6,38%
09-02-19;FONDO;Caja CLP;0,17%
09-02-19;FONDO;CAP;0,83%
09-02-19;FONDO;CCU;1,22%
09-02-19;FONDO;CENCOSUD;2,51%
09-02-19;FONDO;CFILVSCC-L;8,11%
09-02-19;FONDO;CHILE;0,27%
09-02-19;FONDO;CMPC;7,24%
09-02-19;FONDO;COLBUN;0,52%
09-02-19;FONDO;COPEC;5,64%
09-02-19;FONDO;ECL;3,15%
09-02-19;FONDO;ENELAM;9,91%
09-02-19;FONDO;ENELCHILE;4,43%
09-02-19;FONDO;ENTEL;0,53%
09-02-19;FONDO;FALABELLA;3,99%
09-02-19;FONDO;HITES;0,35%
09-02-19;FONDO;IAM;1,86%
09-02-19;FONDO;ILC;1,24%
09-02-19;FONDO;ITAUCORP;5,05%
09-02-19;FONDO;LTM;7,23%
09-02-19;FONDO;MALLPLAZA;1,56%
09-02-19;FONDO;MANQUEHUE;0,40%
09-02-19;FONDO;NORTEGRAN;0,63%
09-02-19;FONDO;PARAUCO;0,27%
09-02-19;FONDO;RIPLEY;0,81%
09-02-19;FONDO;SALFACORP;1,16%
09-02-19;FONDO;SK;0,47%
09-02-19;FONDO;SM-CHILE B;3,43%
09-02-19;FONDO;SMU;1,19%
09-02-19;FONDO;SONDA;0,77%
09-02-19;FONDO;SQM-B;6,88%
09-02-19;BENCHMARK;AESGENER;1,24%
09-02-19;BENCHMARK;AGUAS-A;2,47%
09-02-19;BENCHMARK;ANDINA-B;1,14%
09-02-19;BENCHMARK;BCI;5,34%
09-02-19;BENCHMARK;BSANTANDER;7,44%
09-02-19;BENCHMARK;CAP;1,27%
09-02-19;BENCHMARK;CCU;3,15%
09-02-19;BENCHMARK;CENCOSUD;3,73%
09-02-19;BENCHMARK;CHILE;7,01%
09-02-19;BENCHMARK;CMPC;6,14%
09-02-19;BENCHMARK;COLBUN;2,47%
09-02-19;BENCHMARK;CONCHATORO;1,45%
09-02-19;BENCHMARK;COPEC;7,61%
09-02-19;BENCHMARK;ECL;1,50%
09-02-19;BENCHMARK;ENELAM;8,49%
09-02-19;BENCHMARK;ENELCHILE;4,33%
09-02-19;BENCHMARK;ENELGXCH;0,49%
09-02-19;BENCHMARK;ENTEL;2,03%
09-02-19;BENCHMARK;FALABELLA;7,42%
09-02-19;BENCHMARK;ILC;0,91%
09-02-19;BENCHMARK;ITAUCORP;2,48%
09-02-19;BENCHMARK;LTM;5,13%
09-02-19;BENCHMARK;PARAUCO;2,77%
09-02-19;BENCHMARK;RIPLEY;1,25%
09-02-19;BENCHMARK;SALFACORP;0,73%
09-02-19;BENCHMARK;SECURITY;0,69%
09-02-19;BENCHMARK;SM-CHILE B;3,51%
09-02-19;BENCHMARK;SONDA;1,31%
09-02-19;BENCHMARK;SQM-B;5,84%
09-02-19;BENCHMARK;VAPORES;0,65%
10-02-19;BENCHMARK;AESGENER;1,24%
10-02-19;BENCHMARK;AGUAS-A;2,47%
10-02-19;BENCHMARK;ANDINA-B;1,14%
10-02-19;BENCHMARK;BCI;5,34%
10-02-19;BENCHMARK;BSANTANDER;7,44%
10-02-19;BENCHMARK;CAP;1,27%
10-02-19;BENCHMARK;CCU;3,15%
10-02-19;BENCHMARK;CENCOSUD;3,73%
10-02-19;BENCHMARK;CHILE;7,01%
10-02-19;BENCHMARK;CMPC;6,14%
10-02-19;BENCHMARK;COLBUN;2,47%
10-02-19;BENCHMARK;CONCHATORO;1,45%
10-02-19;BENCHMARK;COPEC;7,61%
10-02-19;BENCHMARK;ECL;1,50%
10-02-19;BENCHMARK;ENELAM;8,49%
10-02-19;BENCHMARK;ENELCHILE;4,33%
10-02-19;BENCHMARK;ENELGXCH;0,49%
10-02-19;BENCHMARK;ENTEL;2,03%
10-02-19;BENCHMARK;FALABELLA;7,42%
