Fecha;Cartera;Instrumento;Peso
09-09-19;FONDO;ENELGXCH;0,58%
09-09-19;FONDO;ENTEL;2,74%
09-09-19;FONDO;FALABELLA;3,59%
09-09-19;FONDO;FORUS;0,91%
09-09-19;FONDO;HITES;0,49%
09-09-19;FONDO;IAM;1,51%
09-09-19;FONDO;ILC;2,75%
09-09-19;FONDO;ITAUCORP;1,95%
09-09-19;FONDO;LAS CONDES;0,75%
09-09-19;FONDO;LTM;4,74%
09-09-19;FONDO;MALLPLAZA;2,84%
09-09-19;FONDO;MULTIFOODS;0,29%
09-09-19;FONDO;NORTEGRAN;0,52%
09-09-19;FONDO;PAZ;1,31%
09-09-19;FONDO;SALFACORP;1,10%
09-09-19;FONDO;SOCOVESA;0,86%
09-09-19;FONDO;SONDA;0,19%
09-09-19;FONDO;SQM-B;2,53%
09-09-19;FONDO;VAPORES;1,07%
09-09-19;BENCHMARK;AESGENER;1,10%
09-09-19;BENCHMARK;AGUAS-A;2,72%
09-09-19;BENCHMARK;ANDINA-B;1,11%
09-09-19;BENCHMARK;BCI;5,91%
09-09-19;BENCHMARK;BSANTANDER;8,01%
09-09-19;BENCHMARK;CAP;1,15%
09-09-19;BENCHMARK;CCU;3,14%
09-09-19;BENCHMARK;CENCOSUD;3,79%
09-09-19;BENCHMARK;CHILE;11,67%
09-09-19;BENCHMARK;CMPC;4,74%
09-09-19;BENCHMARK;COLBUN;2,33%
09-09-19;BENCHMARK;CONCHATORO;1,65%
09-09-19;BENCHMARK;COPEC;6,19%
09-09-19;BENCHMARK;ECL;1,54%
09-09-19;BENCHMARK;ENELAM;11,06%
09-09-19;BENCHMARK;ENELCHILE;4,22%
09-09-19;BENCHMARK;ENTEL;2,08%
09-09-19;BENCHMARK;FALABELLA;6,69%
09-09-19;BENCHMARK;ILC;0,89%
09-09-19;BENCHMARK;ITAUCORP;2,34%
09-09-19;BENCHMARK;LTM;4,64%
09-09-19;BENCHMARK;MALLPLAZA;1,03%
09-09-19;BENCHMARK;PARAUCO;3,46%
09-09-19;BENCHMARK;RIPLEY;1,23%
09-09-19;BENCHMARK;SALFACORP;0,49%
09-09-19;BENCHMARK;SECURITY;0,63%
09-09-19;BENCHMARK;SONDA;1,08%
09-09-19;BENCHMARK;SQM-B;4,21%
09-09-19;BENCHMARK;VAPORES;0,90%
10-09-19;FONDO;ANDINA-B;1,60%
10-09-19;FONDO;ANTARCHILE;0,59%
10-09-19;FONDO;BCI;9,34%
10-09-19;FONDO;BSANTANDER;6,96%
10-09-19;FONDO;Caja CLP;5,98%
10-09-19;FONDO;CCU;3,38%
10-09-19;FONDO;CENCOSHOPP;2,79%
10-09-19;FONDO;CENCOSUD;2,08%
10-09-19;FONDO;CFILVSCC-L;8,14%
10-09-19;FONDO;CHILE;2,82%
10-09-19;FONDO;CMPC;1,25%
10-09-19;FONDO;COLBUN;2,11%
10-09-19;FONDO;CONCHATORO;2,76%
10-09-19;FONDO;COPEC;3,12%
10-09-19;FONDO;ECL;1,36%
10-09-19;FONDO;ENELAM;10,77%
10-09-19;FONDO;ENELCHILE;3,86%
10-09-19;FONDO;ENELGXCH;0,58%
10-09-19;FONDO;ENTEL;2,77%
10-09-19;FONDO;FALABELLA;3,62%
10-09-19;FONDO;FORUS;0,92%
10-09-19;FONDO;HITES;0,49%
10-09-19;FONDO;IAM;1,52%
10-09-19;FONDO;ILC;2,77%
10-09-19;FONDO;ITAUCORP;1,99%
10-09-19;FONDO;LAS CONDES;0,76%
10-09-19;FONDO;LTM;4,76%
10-09-19;FONDO;MALLPLAZA;2,82%
10-09-19;FONDO;MULTIFOODS;0,29%
10-09-19;FONDO;NORTEGRAN;0,54%
10-09-19;FONDO;PAZ;1,34%
10-09-19;FONDO;SALFACORP;1,12%
10-09-19;FONDO;SOCOVESA;0,88%
10-09-19;FONDO;SONDA;0,20%
10-09-19;FONDO;SQM-B;2,65%
10-09-19;FONDO;VAPORES;1,07%
10-09-19;BENCHMARK;AESGENER;1,12%
10-09-19;BENCHMARK;AGUAS-A;2,72%
10-09-19;BENCHMARK;ANDINA-B;1,12%
10-09-19;BENCHMARK;BCI;5,98%
10-09-19;BENCHMARK;BSANTANDER;7,98%
10-09-19;BENCHMARK;CAP;1,14%
10-09-19;BENCHMARK;CCU;3,04%
10-09-19;BENCHMARK;CENCOSUD;3,76%
10-09-19;BENCHMARK;CHILE;11,56%
10-09-19;BENCHMARK;CMPC;4,73%
10-09-19;BENCHMARK;COLBUN;2,39%
10-09-19;BENCHMARK;CONCHATORO;1,66%
10-09-19;BENCHMARK;COPEC;6,12%
10-09-19;BENCHMARK;ECL;1,52%
10-09-19;BENCHMARK;ENELAM;11,10%
10-09-19;BENCHMARK;ENELCHILE;4,30%
10-09-19;BENCHMARK;ENTEL;2,08%
10-09-19;BENCHMARK;FALABELLA;6,69%
10-09-19;BENCHMARK;ILC;0,89%
10-09-19;BENCHMARK;ITAUCORP;2,37%
10-09-19;BENCHMARK;LTM;4,63%
10-09-19;BENCHMARK;MALLPLAZA;1,02%
10-09-19;BENCHMARK;PARAUCO;3,45%
10-09-19;BENCHMARK;RIPLEY;1,22%
10-09-19;BENCHMARK;SALFACORP;0,50%
10-09-19;BENCHMARK;SECURITY;0,62%
10-09-19;BENCHMARK;SONDA;1,08%
10-09-19;BENCHMARK;SQM-B;4,35%
10-09-19;BENCHMARK;VAPORES;0,87%
11-09-19;FONDO;ANDINA-B;1,56%
11-09-19;FONDO;ANTARCHILE;0,59%
11-09-19;FONDO;BCI;9,61%
11-09-19;FONDO;BSANTANDER;6,83%
11-09-19;FONDO;Caja CLP;5,08%
11-09-19;FONDO;CCU;3,28%
11-09-19;FONDO;CENCOSHOPP;3,34%
11-09-19;FONDO;CENCOSUD;2,50%
11-09-19;FONDO;CFILVSCC-L;7,97%
11-09-19;FONDO;CHILE;2,76%
11-09-19;FONDO;CMPC;1,26%
11-09-19;FONDO;COLBUN;2,08%
11-09-19;FONDO;CONCHATORO;3,06%
11-09-19;FONDO;COPEC;3,11%
11-09-19;FONDO;ECL;1,35%
11-09-19;FONDO;ENELAM;10,57%
11-09-19;FONDO;ENELCHILE;3,83%
11-09-19;FONDO;ENELGXCH;0,58%
11-09-19;FONDO;ENTEL;2,74%
11-09-19;FONDO;FALABELLA;3,55%
11-09-19;FONDO;FORUS;0,91%
11-09-19;FONDO;HF;0,52%
11-09-19;FONDO;HITES;0,48%
11-09-19;FONDO;IAM;1,49%
11-09-19;FONDO;ILC;2,70%
11-09-19;FONDO;ITAUCORP;1,94%
11-09-19;FONDO;LAS CONDES;0,73%
11-09-19;FONDO;LTM;4,74%
11-09-19;FONDO;MALLPLAZA;2,74%
11-09-19;FONDO;MULTIFOODS;0,29%
11-09-19;FONDO;NORTEGRAN;0,54%
11-09-19;FONDO;PAZ;1,33%
11-09-19;FONDO;SALFACORP;1,12%
11-09-19;FONDO;SECURITY;0,15%
11-09-19;FONDO;SOCOVESA;0,87%
11-09-19;FONDO;SQM-B;2,71%
11-09-19;FONDO;VAPORES;1,09%
11-09-19;BENCHMARK;AESGENER;1,10%
11-09-19;BENCHMARK;AGUAS-A;2,68%
11-09-19;BENCHMARK;ANDINA-B;1,10%
11-09-19;BENCHMARK;BCI;5,97%
11-09-19;BENCHMARK;BSANTANDER;7,89%
11-09-19;BENCHMARK;CAP;1,16%
11-09-19;BENCHMARK;CCU;3,00%
11-09-19;BENCHMARK;CENCOSUD;3,87%
11-09-19;BENCHMARK;CHILE;11,38%
11-09-19;BENCHMARK;CMPC;4,81%
11-09-19;BENCHMARK;COLBUN;2,40%
11-09-19;BENCHMARK;CONCHATORO;1,67%
11-09-19;BENCHMARK;COPEC;6,24%
11-09-19;BENCHMARK;ECL;1,52%
11-09-19;BENCHMARK;ENELAM;11,06%
11-09-19;BENCHMARK;ENELCHILE;4,35%
11-09-19;BENCHMARK;ENTEL;2,08%
11-09-19;BENCHMARK;FALABELLA;6,62%
11-09-19;BENCHMARK;ILC;0,87%
11-09-19;BENCHMARK;ITAUCORP;2,30%
11-09-19;BENCHMARK;LTM;4,68%
11-09-19;BENCHMARK;MALLPLAZA;1,02%
11-09-19;BENCHMARK;PARAUCO;3,42%
11-09-19;BENCHMARK;RIPLEY;1,20%
11-09-19;BENCHMARK;SALFACORP;0,51%
11-09-19;BENCHMARK;SECURITY;0,62%
11-09-19;BENCHMARK;SONDA;1,06%
11-09-19;BENCHMARK;SQM-B;4,51%
11-09-19;BENCHMARK;VAPORES;0,90%
12-09-19;FONDO;ANDINA-B;1,71%
12-09-19;FONDO;ANTARCHILE;0,58%
12-09-19;FONDO;BCI;9,40%
12-09-19;FONDO;BSANTANDER;6,66%
12-09-19;FONDO;Caja CLP;5,48%
12-09-19;FONDO;CCU;3,19%
12-09-19;FONDO;CENCOSHOPP;3,31%
12-09-19;FONDO;CENCOSUD;2,52%
12-09-19;FONDO;CFILVSCC-L;7,82%
12-09-19;FONDO;CHILE;2,66%
12-09-19;FONDO;CMPC;1,24%
12-09-19;FONDO;COLBUN;2,02%
12-09-19;FONDO;CONCHATORO;3,02%
12-09-19;FONDO;COPEC;3,09%
12-09-19;FONDO;ECL;1,31%
12-09-19;FONDO;ENELAM;10,45%
12-09-19;FONDO;ENELCHILE;3,75%
12-09-19;FONDO;ENELGXCH;0,78%
12-09-19;FONDO;ENTEL;3,08%
12-09-19;FONDO;FALABELLA;3,45%
12-09-19;FONDO;FORUS;0,91%
12-09-19;FONDO;HF;0,50%
12-09-19;FONDO;HITES;0,46%
12-09-19;FONDO;IAM;1,46%
12-09-19;FONDO;ILC;2,66%
12-09-19;FONDO;ITAUCORP;1,90%
12-09-19;FONDO;LAS CONDES;0,71%
12-09-19;FONDO;LTM;4,71%
12-09-19;FONDO;MALLPLAZA;2,95%
12-09-19;FONDO;MULTIFOODS;0,28%
12-09-19;FONDO;NORTEGRAN;0,51%
12-09-19;FONDO;PAZ;1,32%
12-09-19;FONDO;SALFACORP;1,13%
12-09-19;FONDO;SECURITY;0,15%
12-09-19;FONDO;SOCOVESA;0,86%
12-09-19;FONDO;SONDA;0,25%
12-09-19;FONDO;SQM-B;2,65%
12-09-19;FONDO;VAPORES;1,06%
12-09-19;BENCHMARK;AESGENER;1,09%
12-09-19;BENCHMARK;AGUAS-A;2,68%
12-09-19;BENCHMARK;ANDINA-B;1,09%
12-09-19;BENCHMARK;BCI;5,98%
12-09-19;BENCHMARK;BSANTANDER;7,89%
12-09-19;BENCHMARK;CAP;1,17%
12-09-19;BENCHMARK;CCU;2,98%
12-09-19;BENCHMARK;CENCOSUD;3,94%
12-09-19;BENCHMARK;CHILE;11,22%
12-09-19;BENCHMARK;CMPC;4,85%
12-09-19;BENCHMARK;COLBUN;2,35%
12-09-19;BENCHMARK;CONCHATORO;1,66%
12-09-19;BENCHMARK;COPEC;6,29%
12-09-19;BENCHMARK;ECL;1,53%
12-09-19;BENCHMARK;ENELAM;11,15%
12-09-19;BENCHMARK;ENELCHILE;4,33%
12-09-19;BENCHMARK;ENTEL;2,10%
12-09-19;BENCHMARK;FALABELLA;6,56%
12-09-19;BENCHMARK;ILC;0,89%
12-09-19;BENCHMARK;ITAUCORP;2,34%
12-09-19;BENCHMARK;LTM;4,76%
12-09-19;BENCHMARK;MALLPLAZA;1,03%
12-09-19;BENCHMARK;PARAUCO;3,40%
12-09-19;BENCHMARK;RIPLEY;1,19%
12-09-19;BENCHMARK;SALFACORP;0,51%
12-09-19;BENCHMARK;SECURITY;0,63%
12-09-19;BENCHMARK;SONDA;1,06%
12-09-19;BENCHMARK;SQM-B;4,47%
12-09-19;BENCHMARK;VAPORES;0,88%
13-09-19;FONDO;ANDINA-B;1,73%
13-09-19;FONDO;ANTARCHILE;0,59%
13-09-19;FONDO;BCI;9,58%
13-09-19;FONDO;BSANTANDER;6,81%
13-09-19;FONDO;Caja CLP;3,39%
13-09-19;FONDO;CCU;3,23%
13-09-19;FONDO;CENCOSHOPP;3,37%
13-09-19;FONDO;CENCOSUD;2,58%
13-09-19;FONDO;CFILVSCC-L;7,96%
13-09-19;FONDO;CHILE;2,72%
13-09-19;FONDO;CMPC;1,26%
13-09-19;FONDO;COLBUN;2,05%
13-09-19;FONDO;CONCHATORO;3,09%
13-09-19;FONDO;COPEC;3,14%
13-09-19;FONDO;ECL;1,36%
13-09-19;FONDO;ENELAM;10,74%
13-09-19;FONDO;ENELCHILE;3,83%
13-09-19;FONDO;ENELGXCH;0,79%
13-09-19;FONDO;ENTEL;3,23%
13-09-19;FONDO;FALABELLA;3,51%
13-09-19;FONDO;FORUS;0,92%
13-09-19;FONDO;HF;0,51%
13-09-19;FONDO;HITES;0,45%
13-09-19;FONDO;IAM;1,50%
13-09-19;FONDO;ILC;2,73%
13-09-19;FONDO;ITAUCORP;1,98%
13-09-19;FONDO;LAS CONDES;0,72%
13-09-19;FONDO;LTM;4,86%
13-09-19;FONDO;MALLPLAZA;3,02%
13-09-19;FONDO;MULTIFOODS;0,29%
13-09-19;FONDO;NORTEGRAN;0,52%
13-09-19;FONDO;PAZ;1,37%
13-09-19;FONDO;SALFACORP;1,13%
13-09-19;FONDO;SECURITY;0,16%
13-09-19;FONDO;SOCOVESA;0,87%
13-09-19;FONDO;SONDA;0,25%
13-09-19;FONDO;SQM-B;2,71%
13-09-19;FONDO;VAPORES;1,06%
13-09-19;BENCHMARK;AESGENER;1,09%
13-09-19;BENCHMARK;AGUAS-A;2,68%
13-09-19;BENCHMARK;ANDINA-B;1,09%
13-09-19;BENCHMARK;BCI;5,98%
13-09-19;BENCHMARK;BSANTANDER;7,89%
13-09-19;BENCHMARK;CAP;1,17%
13-09-19;BENCHMARK;CCU;2,98%
13-09-19;BENCHMARK;CENCOSUD;3,94%
13-09-19;BENCHMARK;CHILE;11,22%
13-09-19;BENCHMARK;CMPC;4,85%
13-09-19;BENCHMARK;COLBUN;2,35%
13-09-19;BENCHMARK;CONCHATORO;1,66%
13-09-19;BENCHMARK;COPEC;6,29%
13-09-19;BENCHMARK;ECL;1,53%
13-09-19;BENCHMARK;ENELAM;11,15%
13-09-19;BENCHMARK;ENELCHILE;4,33%
13-09-19;BENCHMARK;ENTEL;2,10%
13-09-19;BENCHMARK;FALABELLA;6,56%
13-09-19;BENCHMARK;ILC;0,89%
13-09-19;BENCHMARK;ITAUCORP;2,34%
13-09-19;BENCHMARK;LTM;4,76%
13-09-19;BENCHMARK;MALLPLAZA;1,03%
13-09-19;BENCHMARK;PARAUCO;3,40%
13-09-19;BENCHMARK;RIPLEY;1,19%
13-09-19;BENCHMARK;SALFACORP;0,51%
13-09-19;BENCHMARK;SECURITY;0,63%
13-09-19;BENCHMARK;SONDA;1,06%
13-09-19;BENCHMARK;SQM-B;4,47%
13-09-19;BENCHMARK;VAPORES;0,88%
14-09-19;FONDO;ANDINA-B;1,73%
14-09-19;FONDO;ANTARCHILE;0,59%
14-09-19;FONDO;BCI;9,58%
14-09-19;FONDO;BSANTANDER;6,81%
14-09-19;FONDO;Caja CLP;3,39%
14-09-19;FONDO;CCU;3,23%
14-09-19;FONDO;CENCOSHOPP;3,37%
14-09-19;FONDO;CENCOSUD;2,58%
14-09-19;FONDO;CFILVSCC-L;7,96%
14-09-19;FONDO;CHILE;2,72%
14-09-19;FONDO;CMPC;1,26%
14-09-19;FONDO;COLBUN;2,05%
14-09-19;FONDO;CONCHATORO;3,09%
14-09-19;FONDO;COPEC;3,14%
14-09-19;FONDO;ECL;1,36%
14-09-19;FONDO;ENELAM;10,74%
14-09-19;FONDO;ENELCHILE;3,83%
14-09-19;FONDO;ENELGXCH;0,79%
14-09-19;FONDO;ENTEL;3,23%
14-09-19;FONDO;FALABELLA;3,51%
14-09-19;FONDO;FORUS;0,92%
14-09-19;FONDO;HF;0,51%
14-09-19;FONDO;HITES;0,45%
14-09-19;FONDO;IAM;1,50%
14-09-19;FONDO;ILC;2,73%
14-09-19;FONDO;ITAUCORP;1,98%
14-09-19;FONDO;LAS CONDES;0,72%
14-09-19;FONDO;LTM;4,86%
14-09-19;FONDO;MALLPLAZA;3,02%
14-09-19;FONDO;MULTIFOODS;0,29%
14-09-19;FONDO;NORTEGRAN;0,52%
14-09-19;FONDO;PAZ;1,37%
14-09-19;FONDO;SALFACORP;1,13%
14-09-19;FONDO;SECURITY;0,16%
14-09-19;FONDO;SOCOVESA;0,87%
14-09-19;FONDO;SONDA;0,25%
14-09-19;FONDO;SQM-B;2,71%
14-09-19;FONDO;VAPORES;1,06%
14-09-19;BENCHMARK;AESGENER;1,09%
14-09-19;BENCHMARK;AGUAS-A;2,68%
14-09-19;BENCHMARK;ANDINA-B;1,09%
14-09-19;BENCHMARK;BCI;5,98%
14-09-19;BENCHMARK;BSANTANDER;7,89%
14-09-19;BENCHMARK;CAP;1,17%
14-09-19;BENCHMARK;CCU;2,98%
14-09-19;BENCHMARK;CENCOSUD;3,94%
14-09-19;BENCHMARK;CHILE;11,22%
14-09-19;BENCHMARK;CMPC;4,85%
14-09-19;BENCHMARK;COLBUN;2,35%
14-09-19;BENCHMARK;CONCHATORO;1,66%
14-09-19;BENCHMARK;COPEC;6,29%
14-09-19;BENCHMARK;ECL;1,53%
14-09-19;BENCHMARK;ENELAM;11,15%
14-09-19;BENCHMARK;ENELCHILE;4,33%
14-09-19;BENCHMARK;ENTEL;2,10%
14-09-19;BENCHMARK;FALABELLA;6,56%
14-09-19;BENCHMARK;ILC;0,89%
14-09-19;BENCHMARK;ITAUCORP;2,34%
14-09-19;BENCHMARK;LTM;4,76%
14-09-19;BENCHMARK;MALLPLAZA;1,03%
14-09-19;BENCHMARK;PARAUCO;3,40%
14-09-19;BENCHMARK;RIPLEY;1,19%
14-09-19;BENCHMARK;SALFACORP;0,51%
14-09-19;BENCHMARK;SECURITY;0,63%
14-09-19;BENCHMARK;SONDA;1,06%
14-09-19;BENCHMARK;SQM-B;4,47%
14-09-19;BENCHMARK;VAPORES;0,88%
15-09-19;FONDO;ANDINA-B;1,73%
15-09-19;FONDO;ANTARCHILE;0,59%
15-09-19;FONDO;BCI;9,58%
15-09-19;FONDO;BSANTANDER;6,81%
15-09-19;FONDO;Caja CLP;3,39%
15-09-19;FONDO;CCU;3,23%
15-09-19;FONDO;CENCOSHOPP;3,37%
15-09-19;FONDO;CENCOSUD;2,58%
15-09-19;FONDO;CFILVSCC-L;7,96%
15-09-19;FONDO;CHILE;2,72%
15-09-19;FONDO;CMPC;1,26%
15-09-19;FONDO;COLBUN;2,05%
15-09-19;FONDO;CONCHATORO;3,09%
15-09-19;FONDO;COPEC;3,14%
15-09-19;FONDO;ECL;1,36%
15-09-19;FONDO;ENELAM;10,74%
15-09-19;FONDO;ENELCHILE;3,83%
15-09-19;FONDO;ENELGXCH;0,79%
15-09-19;FONDO;ENTEL;3,23%
15-09-19;FONDO;FALABELLA;3,51%
15-09-19;FONDO;FORUS;0,92%
15-09-19;FONDO;HF;0,51%
15-09-19;FONDO;HITES;0,45%
15-09-19;FONDO;IAM;1,50%
15-09-19;FONDO;ILC;2,73%
15-09-19;FONDO;ITAUCORP;1,98%
15-09-19;FONDO;LAS CONDES;0,72%
15-09-19;FONDO;LTM;4,86%
15-09-19;FONDO;MALLPLAZA;3,02%
15-09-19;FONDO;MULTIFOODS;0,29%
15-09-19;FONDO;NORTEGRAN;0,52%
15-09-19;FONDO;PAZ;1,37%
15-09-19;FONDO;SALFACORP;1,13%
15-09-19;FONDO;SECURITY;0,16%
15-09-19;FONDO;SOCOVESA;0,87%
15-09-19;FONDO;SONDA;0,25%
15-09-19;FONDO;SQM-B;2,71%
15-09-19;FONDO;VAPORES;1,06%
15-09-19;BENCHMARK;AESGENER;1,09%
15-09-19;BENCHMARK;AGUAS-A;2,66%
15-09-19;BENCHMARK;ANDINA-B;1,08%
15-09-19;BENCHMARK;BCI;5,93%
15-09-19;BENCHMARK;BSANTANDER;7,86%
15-09-19;BENCHMARK;CAP;1,17%
15-09-19;BENCHMARK;CCU;2,95%
15-09-19;BENCHMARK;CENCOSUD;3,94%
15-09-19;BENCHMARK;CHILE;11,27%
15-09-19;BENCHMARK;CMPC;4,81%
15-09-19;BENCHMARK;COLBUN;2,37%
15-09-19;BENCHMARK;CONCHATORO;1,67%
15-09-19;BENCHMARK;COPEC;6,26%
15-09-19;BENCHMARK;ECL;1,55%
15-09-19;BENCHMARK;ENELAM;11,22%
15-09-19;BENCHMARK;ENELCHILE;4,31%
15-09-19;BENCHMARK;ENTEL;2,16%
15-09-19;BENCHMARK;FALABELLA;6,55%
15-09-19;BENCHMARK;ILC;0,88%
15-09-19;BENCHMARK;ITAUCORP;2,37%
15-09-19;BENCHMARK;LTM;4,80%
15-09-19;BENCHMARK;MALLPLAZA;1,03%
15-09-19;BENCHMARK;PARAUCO;3,35%
15-09-19;BENCHMARK;RIPLEY;1,21%
15-09-19;BENCHMARK;SALFACORP;0,51%
15-09-19;BENCHMARK;SECURITY;0,61%
15-09-19;BENCHMARK;SONDA;1,06%
15-09-19;BENCHMARK;SQM-B;4,45%
15-09-19;BENCHMARK;VAPORES;0,88%
16-09-19;FONDO;ANDINA-B;1,77%
16-09-19;FONDO;ANTARCHILE;0,55%
16-09-19;FONDO;BCI;9,70%
16-09-19;FONDO;BSANTANDER;7,27%
16-09-19;FONDO;Caja CLP;1,99%
16-09-19;FONDO;CCU;3,29%
16-09-19;FONDO;CENCOSHOPP;3,41%
16-09-19;FONDO;CENCOSUD;2,39%
16-09-19;FONDO;CFILVSCC-L;8,09%
16-09-19;FONDO;CHILE;2,78%
16-09-19;FONDO;CMPC;1,30%
16-09-19;FONDO;COLBUN;2,09%
16-09-19;FONDO;CONCHATORO;3,14%
16-09-19;FONDO;COPEC;2,94%
16-09-19;FONDO;ECL;1,41%
16-09-19;FONDO;ENELAM;11,15%
16-09-19;FONDO;ENELCHILE;3,90%
16-09-19;FONDO;ENELGXCH;0,80%
16-09-19;FONDO;ENTEL;3,37%
16-09-19;FONDO;FALABELLA;3,62%
16-09-19;FONDO;FORUS;0,93%
16-09-19;FONDO;HF;0,51%
16-09-19;FONDO;HITES;0,46%
16-09-19;FONDO;IAM;1,51%
16-09-19;FONDO;ILC;2,75%
16-09-19;FONDO;ITAUCORP;1,74%
16-09-19;FONDO;LAS CONDES;0,73%
16-09-19;FONDO;LTM;4,81%
16-09-19;FONDO;MALLPLAZA;3,10%
16-09-19;FONDO;MULTIFOODS;0,29%
16-09-19;FONDO;NORTEGRAN;0,51%
16-09-19;FONDO;PAZ;1,40%
16-09-19;FONDO;SALFACORP;1,14%
16-09-19;FONDO;SECURITY;0,16%
16-09-19;FONDO;SOCOVESA;0,88%
16-09-19;FONDO;SONDA;0,26%
16-09-19;FONDO;SQM-B;2,76%
16-09-19;FONDO;VAPORES;1,09%
16-09-19;BENCHMARK;AESGENER;1,08%
16-09-19;BENCHMARK;AGUAS-A;2,66%
16-09-19;BENCHMARK;ANDINA-B;1,09%
16-09-19;BENCHMARK;BCI;5,92%
16-09-19;BENCHMARK;BSANTANDER;7,84%
16-09-19;BENCHMARK;CAP;1,14%
16-09-19;BENCHMARK;CCU;2,95%
16-09-19;BENCHMARK;CENCOSUD;3,97%
16-09-19;BENCHMARK;CHILE;11,27%
16-09-19;BENCHMARK;CMPC;4,91%
16-09-19;BENCHMARK;COLBUN;2,35%
16-09-19;BENCHMARK;CONCHATORO;1,65%
16-09-19;BENCHMARK;COPEC;6,33%
16-09-19;BENCHMARK;ECL;1,55%
16-09-19;BENCHMARK;ENELAM;11,39%
16-09-19;BENCHMARK;ENELCHILE;4,30%
16-09-19;BENCHMARK;ENTEL;2,18%
16-09-19;BENCHMARK;FALABELLA;6,57%
16-09-19;BENCHMARK;ILC;0,86%
16-09-19;BENCHMARK;ITAUCORP;2,34%
16-09-19;BENCHMARK;LTM;4,59%
16-09-19;BENCHMARK;MALLPLAZA;1,03%
16-09-19;BENCHMARK;PARAUCO;3,34%
16-09-19;BENCHMARK;RIPLEY;1,19%
16-09-19;BENCHMARK;SALFACORP;0,50%
16-09-19;BENCHMARK;SECURITY;0,61%
16-09-19;BENCHMARK;SONDA;1,06%
16-09-19;BENCHMARK;SQM-B;4,47%
16-09-19;BENCHMARK;VAPORES;0,88%
17-09-19;FONDO;ANDINA-B;1,78%
17-09-19;FONDO;ANTARCHILE;0,55%
17-09-19;FONDO;BCI;9,66%
17-09-19;FONDO;BSANTANDER;7,25%
17-09-19;FONDO;Caja CLP;2,03%
17-09-19;FONDO;CCU;3,25%
17-09-19;FONDO;CENCOSHOPP;3,46%
17-09-19;FONDO;CENCOSUD;2,41%
17-09-19;FONDO;CFILVSCC-L;8,10%
17-09-19;FONDO;CHILE;2,76%
17-09-19;FONDO;CMPC;1,32%
17-09-19;FONDO;COLBUN;2,10%
17-09-19;FONDO;CONCHATORO;3,10%
17-09-19;FONDO;COPEC;2,98%
17-09-19;FONDO;ECL;1,40%
17-09-19;FONDO;ENELAM;11,18%
17-09-19;FONDO;ENELCHILE;3,90%
17-09-19;FONDO;ENELGXCH;0,80%
17-09-19;FONDO;ENTEL;3,24%
17-09-19;FONDO;FALABELLA;3,62%
17-09-19;FONDO;FORUS;0,93%
17-09-19;FONDO;HF;0,51%
17-09-19;FONDO;HITES;0,46%
17-09-19;FONDO;IAM;1,54%
17-09-19;FONDO;ILC;2,75%
17-09-19;FONDO;ITAUCORP;1,70%
17-09-19;FONDO;LAS CONDES;0,73%
17-09-19;FONDO;LTM;4,81%
17-09-19;FONDO;MALLPLAZA;3,14%
17-09-19;FONDO;MULTIFOODS;0,28%
17-09-19;FONDO;NORTEGRAN;0,50%
17-09-19;FONDO;PAZ;1,41%
17-09-19;FONDO;SALFACORP;1,16%
17-09-19;FONDO;SECURITY;0,16%
17-09-19;FONDO;SOCOVESA;0,88%
17-09-19;FONDO;SONDA;0,26%
17-09-19;FONDO;SQM-B;2,80%
17-09-19;FONDO;VAPORES;1,09%
17-09-19;BENCHMARK;AESGENER;1,08%
17-09-19;BENCHMARK;AGUAS-A;2,66%
17-09-19;BENCHMARK;ANDINA-B;1,09%
17-09-19;BENCHMARK;BCI;5,92%
17-09-19;BENCHMARK;BSANTANDER;7,84%
17-09-19;BENCHMARK;CAP;1,14%
17-09-19;BENCHMARK;CCU;2,95%
17-09-19;BENCHMARK;CENCOSUD;3,97%
17-09-19;BENCHMARK;CHILE;11,27%
17-09-19;BENCHMARK;CMPC;4,91%
17-09-19;BENCHMARK;COLBUN;2,35%
17-09-19;BENCHMARK;CONCHATORO;1,65%
17-09-19;BENCHMARK;COPEC;6,33%
17-09-19;BENCHMARK;ECL;1,55%
17-09-19;BENCHMARK;ENELAM;11,39%
17-09-19;BENCHMARK;ENELCHILE;4,30%
17-09-19;BENCHMARK;ENTEL;2,18%
17-09-19;BENCHMARK;FALABELLA;6,57%
17-09-19;BENCHMARK;ILC;0,86%
17-09-19;BENCHMARK;ITAUCORP;2,34%
17-09-19;BENCHMARK;LTM;4,59%
17-09-19;BENCHMARK;MALLPLAZA;1,03%
17-09-19;BENCHMARK;PARAUCO;3,34%
17-09-19;BENCHMARK;RIPLEY;1,19%
17-09-19;BENCHMARK;SALFACORP;0,50%
17-09-19;BENCHMARK;SECURITY;0,61%
17-09-19;BENCHMARK;SONDA;1,06%
17-09-19;BENCHMARK;SQM-B;4,47%
17-09-19;BENCHMARK;VAPORES;0,88%
18-09-19;FONDO;ANDINA-B;1,78%
18-09-19;FONDO;ANTARCHILE;0,55%
18-09-19;FONDO;BCI;9,66%
18-09-19;FONDO;BSANTANDER;7,25%
18-09-19;FONDO;Caja CLP;2,03%
18-09-19;FONDO;CCU;3,25%
18-09-19;FONDO;CENCOSHOPP;3,46%
18-09-19;FONDO;CENCOSUD;2,41%
18-09-19;FONDO;CFILVSCC-L;8,10%
